name,gender,probability,count
alfa,male,0.83,2298
alfahim,male,1.0,5
alfchristian,None,0.0,0
alfia,female,0.97,181
alfian,male,0.98,272
alfie,male,0.96,1619
alfio,male,0.99,5465
alfons,male,0.97,1831
alfonsa,female,0.96,247
alfonsas,male,1.0,34
alfonso,male,0.99,30170
alfonz,male,0.89,223
alfred,male,0.98,13747
alfreda,female,0.97,328
alfredas,male,1.0,46
alfredo,male,0.99,28805
alfreds,male,1.0,11
algea,None,0.0,0
algerian,male,0.87,67
algirdas,male,1.0,310
algis,male,0.97,297
alhaji,male,0.99,399
alhassan,male,0.93,541
ali,male,0.95,319583
alia,female,0.89,2758
aliah,female,0.92,144
aliakbar,male,1.0,76
aliaksandr,male,1.0,146
aliaksei,male,1.0,88
alias,male,0.77,1665
alibek,male,0.99,279
alica,female,0.97,1208
alice,female,0.98,68971
alicia,female,0.98,41386
alicja,female,0.98,18072
alida,female,0.98,2380
alieh,female,0.97,32
alieske,None,0.0,0
aliette,female,1.0,130
alif,male,0.92,466
alifah,female,1.0,22
aliki,female,0.92,507
alimah,female,0.83,24
alimjon,male,1.0,2
alimohammad,male,1.0,6
alimorad,male,1.0,2
alimuddin,male,0.88,16
alimujiang,male,1.0,1
alin,male,0.93,8688
alina,female,0.98,46273
alinacostina,None,0.0,0
aline,female,0.97,22311
aliona,female,0.98,1590
aliou,male,0.98,2752
alioune,male,0.99,2861
alipio,male,0.99,198
alirah,female,1.0,2
alireza,male,0.98,5508
aliriza,male,0.98,323
alisa,female,0.97,8614
alisdair,male,0.91,47
alisha,female,0.97,2106
alisina,male,0.67,15
alison,female,0.98,25555
alisoun,None,0.0,0
alissa,female,0.97,1660
alisse,female,0.9,84
alisson,female,0.87,2409
alistair,male,0.99,1274
alistar,male,0.75,80
alister,male,0.97,338
alita,female,0.94,279
alius,male,0.92,76
aliuska,female,1.0,37
alivereti,None,0.0,0
alix,female,0.57,3714
alixandre,male,1.0,10
aliya,female,0.96,2058
aliyaapon,None,0.0,0
aliye,female,0.96,1474
aliyeh,female,1.0,6
aliyu,male,0.95,1205
aliza,female,0.97,412
aljaz,male,1.0,92
aljos,None,0.0,0
aljoscha,male,0.99,221
alka,female,0.74,623
alkarim,male,1.0,13
alke,female,0.6,53
alket,male,0.98,166
alketa,female,0.97,213
alkida,female,1.0,13
alkim,male,0.88,32
alkis,male,0.99,469
alkmini,female,0.97,33
alla,female,0.86,6698
alladi,male,1.0,4
allah,male,0.73,191
allahde,male,1.0,1
allam,male,0.9,202
allan,male,0.99,15455
allaoua,male,0.96,232
allard,male,0.78,329
alle,male,0.62,1429
allecia,female,1.0,2
allee,male,0.6,43
allel,male,0.96,139
allen,male,0.93,6769
allico,female,0.5,4
allie,female,0.82,615
allison,female,0.93,4385
allode,None,0.0,0
allon,male,0.94,50
alloys,male,1.0,10
allysha,female,0.94,16
allyson,female,0.92,622
allyx,female,0.5,8
alma,female,0.95,9312
almar,male,0.79,151
almardi,male,0.9,10
almari,female,0.5,12
almas,male,0.78,495
almerima,None,0.0,0
almerinda,female,0.98,124
almila,female,0.92,118
almir,male,0.98,1958
almira,female,0.98,1144
almohammad,male,1.0,1
almon,male,0.82,39
almona,female,1.0,2
almothana,male,1.0,4
almudena,female,0.99,7769
alneu,None,0.0,0
alo,male,0.78,1224
aloijsius,None,0.0,0
alois,male,0.96,2329
aloisio,male,0.96,135
alojzy,male,0.91,203
alok,male,0.99,965
aloke,male,0.97,38
alokkumar,male,1.0,2
alon,male,0.96,710
alona,female,0.97,1050
alondra,female,0.99,655
alonso,male,0.97,4114
alonzo,male,0.96,701
aloys,male,0.98,335
aloysius,male,0.99,345
aloyzio,male,1.0,1
alp,male,0.97,8478
alpa,male,0.75,244
alpana,female,0.94,35
alpar,male,0.97,90
alparslan,male,0.97,2304
alpaslan,male,0.97,1808
alpay,male,0.97,2278
alper,male,0.97,21857
alperen,male,0.97,5638
alpesh,male,0.98,208
alpha,male,0.91,4765
alphonse,male,0.97,2546
alphonso,male,0.98,222
alphy,male,0.72,76
alptekin,male,0.97,348
alptug,male,1.0,103
alrefaei,male,1.0,2
alrick,male,0.99,68
alron,male,0.9,10
alsakib,None,0.0,0
