author_id,author_name,gender,race
1927775022,hamed haddadi,male,Middle Eastern
2617115591,reuven cohen,male,Middle Eastern
137426811,nathan linial,male,Middle Eastern
2074339028,alex fornito,male,White/European
2070965055,eran toch,male,White/European
1980542405,karl e bauman,male,White/European
2275918092,marc barthlemy,male,White/European
1515786896,gabor csardi,male,White/European
156439643,klaus hubacek,male,White/European
2708410718,peter welsch,male,White/European
1847093830,arthur c sanderson,male,White/European
2120504366,manlio de domenico,male,White/European
2147934765,matheus palhares viana,male,White/European
892854437,michael haenlein,male,White/European
2070727085,christian pich,male,White/European
2164726177,frank schweitzer,male,White/European
1903060929,david peleg,male,White/European
2193112926,massimiliano zanin,male,White/European
1820670915,a turtschi,male,White/European
2137536151,andrew crooks,male,White/European
2094990544,andrew zalesky,male,White/European
2050114355,harold h kelley,male,White/European
1965813356,maksim kitsak,male,White/European
1986118520,jacques carlier,male,White/European
2945464498,jeffrey g andrews,male,White/European
2021423947,riley crane,male,White/European
2064746475,daniel b stouffer,male,White/European
2433879969,e gomez,male,White/European
2973854675,m h schultz,male,White/European
2305700049,uwe hobohm,male,White/European
274731230,eric d kolaczyk,male,White/European
2079032315,kurt konolige,male,White/European
2280615501,rene s kahn,male,White/European
2562719856,james r jackson,male,White/European
2159748280,james p ostrowski,male,White/European
2467357744,jordi sabater,male,White/European
2097868833,gerald c kane,male,White/European
2136804811,linton c freeman,male,White/European
2067196623,martin ester,male,White/European
2062957773,brandon whitcher,male,White/European
242635728,edoardo m airoldi,male,White/European
2144180807,talcott parsons,male,White/European
1976666824,fabricio benevenuto,male,White/European
2118586410,michael kearns,male,White/European
2305161838,maximilian schich,male,White/European
2978571709,w t tutte,male,White/European
2138467178,hajo a reijers,male,White/European
670901035,john skvoretz,male,White/European
2119113135,marc a smith,male,White/European
2042485724,yuri boykov,male,White/European
2137221145,david kempe,male,White/European
2157086078,yamir moreno,male,White/European
701608993,dennis f galletta,male,White/European
632189317,dieter jungnickel,male,White/European
2480429623,thomas a schreiber,male,White/European
2811329581,andreas wagner,male,White/European
2101794764,douglas r white,male,White/European
2273217107,fernand meyer,male,White/European
2054825456,michael breakspear,male,White/European
2609141449,clemence magnien,male,White/European
2138429372,sinan aral,male,White/European
2151215268,sidney redner,male,White/European
2198855251,ivan gutman,male,White/European
1978829372,norbert marwan,male,White/European
2951420354,mark verwoerd,male,White/European
2093688085,rob kling,male,White/European
2157757235,dean l urban,male,White/European
1999402965,mark verwoerd,male,White/European
2097273326,yair weiss,male,White/European
1980470940,boris v cherkassky,male,White/European
2188681046,illes j farkas,male,White/European
2046236816,edward t bullmore,male,White/European
2173058725,jochen konemann,male,White/European
2235985702,joseph galaskiewicz,male,White/European
2140736851,martin h schultz,male,White/European
1999253335,martin rosvall,male,White/European
2040364821,rainer kummerle,male,White/European
2135348735,jeffrey c johnson,male,White/European
2199275230,matthew o jackson,male,White/European
2124413495,michael l nelson,male,White/European
2095381979,stephen e fienberg,male,White/European
652370045,alejandro portes,male,White/European
2188000982,christoph hinz,male,White/European
2195478976,albertlaszlo barabasi,male,White/European
2272228298,diego garlaschelli,male,White/European
2248192384,filippo menczer,male,White/European
2022337617,james b glattfelder,male,White/European
2261367123,jon m kleinberg,male,White/European
2012482624,lev muchnik,male,White/European
1264307526,eric a treml,male,White/European
703112618,henri tajfel,male,White/European
180541493,pedro jordano,male,White/European
1226911827,ulrik brandes,male,White/European
2120550509,martin g everett,male,White/European
1340226678,martin bichler,male,White/European
2124555779,roland l dunbrack,male,White/European
1982781389,dominic abrams,male,White/European
58999047,francois baccelli,male,White/European
720924201,nicholas a christakis,male,White/European
2015983224,alexandre a ardichvili,male,White/European
2165520262,francisco aparecido rodrigues,male,White/European
2128339556,christopher p diehl,male,White/European
2191476964,erzsebet ravasz,male,White/European
2122821925,james j collins,male,White/European
1967546095,alex pentland,male,White/European
2041356507,j bradley layton,male,White/European
2571140389,ken a smith,male,White/European
2100498378,chip elliott,male,White/European
2161915041,john coleman,male,White/European
346545156,claus c hilgetag,male,White/European
400323076,james d hollan,male,White/European
2110193121,mario albrecht,male,White/European
2526899345,slaven marusic,male,White/European
97704749,herbert van de sompel,male,White/European
2104880928,massimo marchiori,male,White/European
2303511158,giuseppe labianca,male,White/European
2103209234,bruce j west,male,White/European
2972098684,william l hays,male,White/European
2161165944,per hage,male,White/European
2097180423,roy f baumeister,male,White/European
1966275690,johan koskinen,male,White/European
2084345891,jordi bascompte,male,White/European
2052013336,mason a porter,male,White/European
2156764872,martin gargiulo,male,White/European
577668700,samuel d gosling,male,White/European
43551179,stephen p borgatti,male,White/European
343811326,wolfram burgard,male,White/European
288858733,ciro cattuto,male,White/European
2116293049,jordi duch,male,White/European
2168957985,peter f stadler,male,White/European
2288765026,scott l feld,male,White/European
2326573454,oliver grimm,male,White/European
2171198665,ronald s burt,male,White/European
689471502,yannis a dimitriadis,male,White/European
1988659955,martijn p van den heuvel,male,White/European
321944391,olivier dousse,male,White/European
2289045041,richard m emerson,male,White/European
2012109796,william s hesterly,male,White/European
647108882,matthieu latapy,male,White/European
2164983246,jukkapekka onnela,male,White/European
191364024,eric berlow,male,White/European
2302147656,daniel b larremore,male,White/European
2948188776,jooyoung lee,male,White/European
2200137649,ron milo,male,White/European
2081760096,roy levien,male,White/European
2015972736,alan mislove,male,White/European
2171851496,luis a nunes amaral,male,White/European
2405775641,david kirsh,male,White/European
2055875777,fabio pasqualetti,male,White/European
2472878894,jurgen kurths,male,White/European
2099416691,martin bell,male,White/European
2069656492,patric hagmann,male,White/European
2321730078,steven sampson,male,White/European
2041863746,michael l tushman,male,White/European
233060415,alessandro acquisti,male,White/European
2094563821,matjaž perc,male,White/European
2063510571,jonathan f donges,male,White/European
2973752747,r e collin,male,White/European
2193284825,alan s perelson,male,White/European
1979641284,mark s ackerman,male,White/European
2947030748,david a kenny,male,White/European
2236920176,david m mayer,male,White/European
323766894,marco iansiti,male,White/European
2810629069,andrew parker,male,White/European
2155623579,gaylen n chandler,male,White/European
2095776195,michel minoux,male,White/European
2172291164,matthew james keeling,male,White/European
2674978812,stephan gerhard,male,White/European
1719324253,timothy h keitt,male,White/European
2132886310,g page west,male,White/European
2116846131,j a bondy,male,White/European
2075617528,damien r farine,male,White/European
2367545176,ricard v sole,male,White/European
2948074207,jari saramaki,male,White/European
2185101206,shai s shenorr,male,White/European
2310499632,david i shuman,male,White/European
1688201687,kevin macon,male,White/European
8917310,dmitri b chklovskii,male,White/European
681153830,joseph m whitmeyer,male,White/European
2108917702,oliver mason,male,White/European
2126599289,andreas m kaplan,male,White/European
2138160959,andreas heinz,male,White/European
1990986594,laurenz wiskott,male,White/European
646841829,michael tyworth,male,White/European
2107142044,stephen p boyd,male,White/European
2866754299,nooy de w,male,White/European
859058238,amos maritan,male,White/European
2627549943,h eugene stanley,male,White/European
2153896853,giacomo fiumara,male,White/European
2046372634,paul duguid,male,White/European
1157737953,alain barrat,male,White/European
2238409327,chris sander,male,White/European
2099872102,marcus kaiser,male,White/European
2118429164,antonio ortega,male,White/European
60870194,fredrik liljeros,male,White/European
205378489,stefano breschi,male,White/European
2710894913,william lee hays,male,White/European
2286602817,francesc giralt,male,White/European
2555335315,jonathan d zwi,male,White/European
160931482,alexander m wyglinski,male,White/European
2425161283,balazs vedres,male,White/European
2971141404,allan w wicker,male,White/European
2315507133,t gregory dewey,male,White/European
550125002,peter nijkamp,male,White/European
2569376642,leo breiman,male,White/European
2222907328,axel schafer,male,White/European
2617392572,mark s mizruchi,male,White/European
2125205813,henry a finch,male,White/European
2121348433,peter g doyle,male,White/European
2162563896,steve horvath,male,White/European
2138805444,duncan j watts,male,White/European
680051270,martin kilduff,male,White/European
1403534087,stefan bornholdt,male,White/European
1809601764,youcef saad,male,White/European
2171598284,michael scharf,male,White/European
217254169,michael s floater,male,White/European
2220829341,christos h papadimitriou,male,White/European
2287883854,sergi valverde,male,White/European
2465904099,andreas daffertshofer,male,White/European
2016348909,emmanouil tranos,male,White/European
2971775768,william lee hays,male,White/European
2026903385,john hassard,male,White/European
2891979224,max weber,male,White/European
2466761586,rui mendes,male,White/European
2008075735,hans meinhardt,male,White/European
2101777055,john j tyson,male,White/European
2143987510,john c doyle,male,White/European
2107451820,john seely brown,male,White/European
2082712981,david lazer,male,White/European
2002906405,edwin hutchins,male,White/European
1938534509,andrew c inkpen,male,White/European
2161805401,eugene guth,male,White/European
1248398100,marius leordeanu,male,White/European
2096778673,douglas l nelson,male,White/European
2677917981,gabriel y handler,male,White/European
294360276,mihalis yannakakis,male,White/European
2167694815,vladimir batagelj,male,White/European
25302217,elvind almaas,male,White/European
2161768608,r i tanner,male,White/European
2919421740,jurgen kurths,male,White/European
2059520746,steven d prager,male,White/European
2168090886,brad h mcrae,male,White/European
1833804002,imre derenyi,male,White/European
98853548,tage skjoettlarsen,male,White/European
2248806669,barry d davidson,male,White/European
2122189410,santo fortunato,male,White/European
167846847,bernat corominasmurtra,male,White/European
2251690017,carles sierra,male,White/European
2100888799,justin cranshaw,male,White/European
2648196515,norman,male,White/European
350567680,robert endre tarjan,male,White/European
1995808116,richard m leahy,male,White/European
2020973255,william l cook,male,White/European
707833924,ellsworth faris,male,White/European
2026348770,saul perlmutter,male,White/European
2125594995,a stephen morse,male,White/European
280094779,przemyslaw kazienko,male,White/European
2101403363,p r villas boas,male,White/European
2141358683,gyorgy szabo,male,White/European
2066282134,tim finin,male,White/European
2099351547,fred buckley,male,White/European
2689133139,john seely brown,male,White/European
2474030854,john suckling,male,White/European
1993486354,loet leydesdorff,male,White/European
599695746,reto meuli,male,White/European
2070057884,james p bagrow,male,White/European
1887629390,janos kertesz,male,White/European
2595682946,peter witt,male,White/European
173848757,scott t grafton,male,White/European
2563470188,martin summer,male,White/European
2111730653,robert k merton,male,White/European
2166132336,massimiliano marcon,male,White/European
2172281910,stephen c. north,male,White/European
2121523866,chris h wiggins,male,White/European
2955990937,donald b johnson,male,White/European
1963961978,marc barthelemy,male,White/European
165449881,jacob torfing,male,White/European
2015015692,aniket kittur,male,White/European
2232072325,jerome kunegis,male,White/European
2142939774,erikhans klijn,male,White/European
2126028100,kristian moller,male,White/European
2274291332,ederyn williams,male,White/European
2779405296,cameron marlow,male,White/European
2109902681,donald m arnold,male,White/European
2120527611,padraig cunningham,male,White/European
2567533895,gabor fath,male,White/European
2203993229,pasquale de meo,male,White/European
2038891902,joop koppenjan,male,White/European
1930867258,david j galas,male,White/European
2798761059,frank harary,male,White/European
1908222809,paolo crucitti,male,White/European
2617629123,peter smith ring,male,White/European
1983969181,martin haenggi,male,White/European
2016077728,adilson e motter,male,White/European
2073997785,giorgio grisetti,male,White/European
2087233832,michael luby,male,White/European
2311907280,geoffrey m kistruck,male,White/European
2012695975,jonathan p sleeman,male,White/European
2097618952,a pellionisz,male,White/European
2789752059,a r calderbank,male,White/European
90469688,roy d pea,male,White/European
2096675187,ezra w zuckerman,male,White/European
1913813444,leon danon,male,White/European
2048884539,brian uzzi,male,White/European
2173109630,david a fell,male,White/European
2106237846,peter m blau,male,White/European
1912508384,peter j carrington,male,White/European
100648250,norman m sadeh,male,White/European
1217235413,robert c brunham,male,White/European
2026323400,ronald rousseau,male,White/European
2919228663,anthony goerzen,male,White/European
2094830673,kenneth d butterfield,male,White/European
25748148,romualdo pastorsatorras,male,White/European
2115938885,anne l j ter wal,male,White/European
2156931689,michael macy,male,White/European
2277136547,samuel v scarpino,male,White/European
431903201,l el ghaoui,male,White/European
2127645396,l da f costa,male,White/European
2103831443,arent greve,male,White/European
65976662,frank harary,male,White/European
260408660,gilad ravid,male,White/European
2041808030,pawel winter,male,White/European
135049861,maziar nekovee,male,White/European
2798727603,steven andrews,male,White/European
2780435491,steven vajda,male,White/European
40272620,yassen assenov,male,White/European
2047627327,tommaso venturini,male,White/European
2118392113,reinhard schneider,male,White/European
2121931639,jefferson a singer,male,White/European
2039327151,hilleke e hulshoff pol,male,White/European
2675267302,johan giesecke,male,White/European
567419275,dmitri krioukov,male,White/European
2109177743,a m henderson,male,White/European
2946905561,andrás schubert,male,White/European
2116687568,j laurie snell,male,White/European
2080025251,seapahn meguerdichian,male,White/European
2688717521,j schnakenberg,male,White/European
2001450853,jean paul thiery,male,White/European
2312484960,jo brown,male,White/European
2124123939,jay yellen,male,White/European
2006674552,risi kondor,male,White/European
2918241356,rolf kotter,male,White/European
1981770215,ryan chute,male,White/European
1256647149,jacek radzikowski,male,White/European
180888741,mayer n zald,male,White/European
2207867784,andrew h van de ven,male,White/European
2131293038,andrew mccallum,male,White/European
68434119,howard a zebker,male,White/European
2084224747,marvin zelen,male,White/European
309536911,thomas w kamarck,male,White/European
2300869256,walter j m kickert,male,White/European
2160665213,richard m murray,male,White/European
2198983026,christos faloutsos,male,White/European
2321492888,peter j lamberson,male,White/European
2950173954,matthieu latapy,male,White/European
2028428744,bruce kogut,male,White/European
2002613147,david eppstein,male,White/European
2124028641,david d jensen,male,White/European
2134261273,lance doherty,male,White/European
2117376714,peter j mucha,male,White/European
131207725,daniel t blumstein,male,White/European
2233878446,elijah wright,male,White/European
111975288,marian boguna,male,White/European
2574684131,robert l kahn,male,White/European
630663198,shlomo havlin,male,White/European
74792332,bostjan antoncic,male,White/European
2184928795,christo wilson,male,White/European
2788760716,richard j williams,male,White/European
2402136119,hans j herrmann,male,White/European
2973575036,sheldon b akers,male,White/European
2102593089,harrison c white,male,White/European
2168625971,alan shiell,male,White/European
2106192455,luis e c rocha,male,White/European
2050186710,garry robins,male,White/European
2094778777,peter d hoff,male,White/European
2251891803,ignasi marti,male,White/European
2055318561,zoltan neda,male,White/European
2083100286,nicola perra,male,White/European
2952685347,michel minoux,male,White/European
1965588777,urs braun,male,White/European
301106008,bent flyvbjerg,male,White/European
2108037768,barry wellman,male,White/European
2585984633,scott white,male,White/European
305618809,serge j belongie,male,White/European
2062182191,telmo menezes,male,White/European
2272559081,adrian a canutescu,male,White/European
1998335764,andrej mrvar,male,White/European
1986498546,daniel a spielman,male,White/European
109847712,wouter de nooy,male,White/European
1966772175,andreas lommatzsch,male,White/European
2159818852,jeffrey j mcdonnell,male,White/European
2576151295,michael boss,male,White/European
2621303246,phillip bonacich,male,White/European
2137074633,padhraic smyth,male,White/European
344364166,francesco bullo,male,White/European
2420248355,deok sun lee,male,White/European
2053543515,steven skiena,male,White/European
2046927040,uri alon,male,White/European
571282587,karl e weick,male,White/European
2158792855,lars w hagen,male,White/European
2171101665,mark reed,male,White/European
2060843742,alain degenne,male,White/European
149531881,david libennowell,male,White/European
2553922951,harry m hoberman,male,White/European
2079916808,miles kahler,male,White/European
2165626249,george c homans,male,White/European
66175553,lowell w busenitz,male,White/European
2643200759,thomas ashby wills,male,White/European
8790322,vitaly shmatikov,male,White/European
798163,carsten wiuf,male,White/European
2947572607,richard f betzel,male,White/European
2574613491,jeanmarc fellous,male,White/European
2521759276,nicholas f wymbs,male,White/European
2006096629,paul d h hines,male,White/European
2236942756,magnus egerstedt,male,White/European
252321027,kristofer s j pister,male,White/European
2976247323,a ferreira,male,White/European
2167938217,andrew j edelman,male,White/European
2628398253,s rothschild,male,White/European
2907059252,john d teasdale,male,White/European
2484113080,darko hric,male,White/European
85458277,lucio biggiero,male,White/European
2142498905,alexei vazquez,male,White/European
2619839645,petter holme,male,White/European
2232643073,robert m may,male,White/European
2000978484,anthony stefanidis,male,White/European
225233962,antonio bicchi,male,White/European
2238704074,joaquin goni,male,White/European
2126791821,kenneth a de jong,male,White/European
2088335365,michael p h stumpf,male,White/European
2925008980,massimiliano zanin,male,White/European
2392787150,janake tornroos,male,White/European
1593440845,joseph loscalzo,male,White/European
1970090850,s boccaletti,male,White/European
2155086231,john g watson,male,White/European
684323845,gary chartrand,male,White/European
1983756286,bryan perozzi,male,White/European
2116002654,jaroslav nesetril,male,White/European
2631872870,ake j holmgren,male,White/European
2096344980,joel bernstein,male,White/European
2119774666,fidel ramirez,male,White/European
2305085776,nenad mladenovic,male,White/European
2043784705,andrew a shelenkov,male,White/European
2302554261,gerome miklau,male,White/European
2153122518,thomas w valente,male,White/European
2073090198,thomas hahn,male,White/European
1453920704,xavier gigandet,male,White/European
2123184461,timothy b smith,male,White/European
1979476267,cornelis j stam,male,White/European
2638725606,christian heath,male,White/European
2317295969,sebastien heymann,male,White/European
2011752965,jeanjacques e slotine,male,White/European
87472774,kim sneppen,male,White/European
2779549002,gabor szabo,male,White/European
2126750883,kevin j lang,male,White/European
2978059839,norman,male,White/European
1887834771,jaap c reijneveld,male,White/European
2764735131,john law,male,White/European
2110352321,john thibaut,male,White/European
2120920645,david s johnson,male,White/European
1338467800,peter salovey,male,White/European
2722147625,peter v marsden,male,White/European
1353714631,andrej krevl,male,White/European
1914371560,daniel j brass,male,White/European
2925271333,patric hagmann,male,White/European
2082634338,sverre grimnes,male,White/European
1980563821,tomasz radzik,male,White/European
1284005852,evangelos eleftheriou,male,White/European
1969576875,kellie b vache,male,White/European
719665695,bela bollobas,male,White/European
2975531819,a jarry,male,White/European
2766329864,john short,male,White/European
2150544969,james h gray,male,White/European
2157091523,jerome h friedman,male,White/European
2071162969,mikail rubinov,male,White/European
2786058412,gergely palla,male,White/European
2131974076,raymond salvador,male,White/European
2112716162,william t freeman,male,White/European
2440604528,jonathan d cohen,male,White/European
2767410593,albertlszl barabsi,male,White/European
1545294347,jeanclaude latombe,male,White/European
230485795,urie bronfenbrenner,male,White/European
2127109880,neil f johnson,male,White/European
2188387283,renaud lambiotte,male,White/European
2151915033,thilo gross,male,White/European
1913750913,stefano battiston,male,White/European
2566815819,dietermichael arnold,male,White/European
270949118,wil m p van der aalst,male,White/European
234889175,george wittemyer,male,White/European
2542692433,s n dorogovtsev,male,White/European
2116515527,per olsson,male,White/European
2444126633,ted g lewis,male,White/European
369089569,tom a b snijders,male,White/European
2575070308,bruno langlois,male,White/European
2695647148,james a hendler,male,White/European
2040470435,peter willmott,male,White/European
2778718891,hubert m james,male,White/European
732463281,stefan thurner,male,White/European
2162788439,thomas richardson,male,White/European
2100015512,winsor h lowe,male,White/European
2138986978,anthony r mcintosh,male,White/European
265631590,lazaros k gallos,male,White/European
2306016062,mathieu jacomy,male,White/European
2111172571,michael hay,male,White/European
2324804662,luciano pietronero,male,White/European
2151956684,denny borsboom,male,White/European
2149154696,p de la fuente,male,White/European
2016756961,richard f betzel,male,White/European
2344016581,carl folke,male,White/European
1916892598,paul dimaggio,male,White/European
2012545385,cliff lampe,male,White/European
2147130370,james s coleman,male,White/European
2346614798,edward shils,male,White/European
2125055532,philip j barnard,male,White/European
2146514593,michael l roderick,male,White/European
337649355,richard a olshen,male,White/European
2256382765,alexander h montgomery,male,White/European
19391519,iain d couzin,male,White/European
2558876329,tim rowley,male,White/European
2014009537,luis mario floria,male,White/European
71963461,filip agneessens,male,White/European
2207522298,robin wilson,male,White/European
2122713744,donald w gross,male,White/European
2096757674,duncan s callaway,male,White/European
128580411,thomas lengauer,male,White/European
2112574952,noga alon,male,White/European
2561711467,souray ray,male,White/European
2128448371,j a fax,male,White/European
2081356376,thomas ashby wills,male,White/European
668764113,ben shneiderman,male,White/European
967816195,ian brissette,male,White/European
718552027,piet van mieghem,male,White/European
1292959705,mikko kivela,male,White/European
2781233234,daniel s halgin,male,White/European
2241302595,donald b johnson,male,White/European
2798387425,herbert j carlin,male,White/European
2310195912,mathieu bastian,male,White/European
2108392708,sheldon cohen,male,White/European
2107516614,bela novak,male,White/European
2109374168,michael small,male,White/European
1644299099,j j hyvonen,male,White/European
2209426836,dean lusher,male,White/European
2056846416,mark granovetter,male,White/European
2255982538,noah e friedkin,male,White/European
2149865473,sune lehmann,male,White/European
2098049953,brett g dickson,male,White/European
2097966160,johan bollen,male,White/European
62967857,peter druschel,male,White/European
1954994128,roger guimera,male,White/European
2288727862,francesco lissoni,male,White/European
2138291554,j doyne farmer,male,White/European
2977296183,z robert,male,White/European
1538394340,aric hagberg,male,White/European
2045864003,karl j friston,male,White/European
2914266638,gyula i szabo,male,White/European
2125127983,daniel katz,male,White/European
2127339429,helmut elsinger,male,White/European
285776135,michel forse,male,White/European
688088336,shalev itzkovitz,male,White/European
2943370720,stefan wuchty,male,White/European
1387271665,antonio scala,male,White/European
2162688498,charles j stone,male,White/European
2235695405,kenneth l calvert,male,White/European
2021322682,michael batty,male,White/European
2940512256,zhongliang wang,male,White/European
2264216600,dirk brockmann,male,White/European
2244449681,stuart a kauffman,male,White/European
2047672443,carsten rother,male,White/European
2327699442,lutzingo mielsch,male,White/European
2627815897,andras schubert,male,White/European
1989569716,r duane ireland,male,White/European
2950166079,s l syme,male,White/European
2777125671,alan c evans,male,White/European
1968209981,erik brynjolfsson,male,White/European
1878631932,jure leskovec,male,White/European
2181857560,mark s handcock,male,White/European
2922121546,rick hooper,male,White/European
2894994352,brian karrer,male,White/European
2766870918,bruce christie,male,White/European
2113667310,kevin j dooley,male,White/European
2618771649,nenad trinajstic,male,White/European
2130087974,tomas feder,male,White/European
2063844727,pascal frossard,male,White/European
729147538,vladimir v mazalov,male,White/European
2611967104,christian bauckhage,male,White/European
2120054463,jeanphilippe thiran,male,White/European
2011912922,peter a gloor,male,White/European
2167952064,desmond j higham,male,White/European
2131371111,derek greene,male,White/European
2912299321,jp onnela,male,White/European
2127341518,carl t bergstrom,male,White/European
2134305380,bruce p kennedy,male,White/European
